Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.0207613,608389,2.9304e+07,0.0
wiki,Static,1,,0.0169677,608389,3.58557e+07,19.00
wiki,Eager,1,,0.0171459,608389,3.5483e+07,18.00
wiki,Online,1,,0.0199081,608389,3.05598e+07,5.00
wiki,CostModel,1,,0.0204615,608389,2.97334e+07,2.00
wiki,None,2,,0.0211595,608389,2.87525e+07,0.0
wiki,Static,2,,0.0206537,608389,2.94566e+07,3.00
wiki,Eager,2,,0.0224828,608389,2.70602e+07,-6.00
wiki,Online,2,,0.0249825,608389,2.43526e+07,-18.00
wiki,CostModel,2,,0.026418,608389,2.30294e+07,-24.00
wiki,None,4,,0.0267784,608389,2.27194e+07,0.0
wiki,Static,4,,0.0293382,608389,2.07371e+07,-9.00
wiki,Eager,4,,0.0330709,608389,1.83965e+07,-23.00
wiki,Online,4,,0.0301537,608389,2.01763e+07,-12.00
wiki,CostModel,4,,0.0350084,608389,1.73784e+07,-30.00
wiki,None,6,,0.0269158,608389,2.26034e+07,0.0
wiki,Static,6,,0.0282076,608389,2.15682e+07,-4.00
wiki,Eager,6,FAILED,FAILED,0,0,0
wiki,Online,6,,0.0227235,608389,2.67736e+07,16.00
wiki,CostModel,6,,0.0224072,608389,2.71515e+07,17.00
wiki,None,8,,0.0295724,608389,2.05729e+07,0.0
wiki,Static,8,,0.0289367,608389,2.10248e+07,3.00
wiki,Eager,8,,0.0266837,608389,2.28e+07,10.00
wiki,Online,8,,0.0283317,608389,2.14738e+07,5.00
wiki,CostModel,8,,0.030418,608389,2.0001e+07,-2.00
wiki,None,12,,0.0252946,608389,2.40521e+07,0.0
wiki,Static,12,,0.0232883,608389,2.61242e+07,8.00
wiki,Eager,12,,0.027089,608389,2.24589e+07,-7.00
wiki,Online,12,,0.0222439,608389,2.73508e+07,13.00
wiki,CostModel,12,,0.0250966,608389,2.42419e+07,1.00
wiki,None,16,,0.0227759,608389,2.6712e+07,0.0
wiki,Static,16,,0.0225657,608389,2.69608e+07,1.00
wiki,Eager,16,,0.0222776,608389,2.73095e+07,3.00
wiki,Online,16,,0.0289147,608389,2.10408e+07,-26.00
wiki,CostModel,16,,0.0236021,608389,2.57769e+07,-3.00
enron,None,1,,0.0214527,727044,3.38906e+07,0.0
enron,Static,1,,0.0216034,727044,3.36541e+07,0
enron,Eager,1,,0.0640533,727044,1.13506e+07,-198.00
enron,Online,1,,0.0217645,727044,3.3405e+07,-1.00
enron,CostModel,1,,0.0241932,727044,3.00516e+07,-12.00
enron,None,2,,0.0252111,727044,2.88382e+07,0.0
enron,Static,2,,0.0380458,727044,1.91097e+07,-50.00
enron,Eager,2,,0.0344357,727044,2.11131e+07,-36.00
enron,Online,2,,0.0363229,727044,2.00161e+07,-44.00
enron,CostModel,2,,0.0295898,727044,2.45707e+07,-17.00
enron,None,4,,0.0282242,727044,2.57596e+07,0.0
enron,Static,4,,0.0284907,727044,2.55186e+07,0
enron,Eager,4,,0.0283459,727044,2.5649e+07,0
enron,Online,4,,0.0250155,727044,2.90637e+07,12.00
enron,CostModel,4,,0.0234427,727044,3.10137e+07,17.00
enron,None,6,,0.0646512,727044,1.12456e+07,0.0
enron,Static,6,,0.0565659,727044,1.2853e+07,13.00
enron,Eager,6,,0.044891,727044,1.61958e+07,31.00
enron,Online,6,,0.0417783,727044,1.74024e+07,36.00
enron,CostModel,6,,0.0327345,727044,2.22103e+07,50.00
enron,None,8,,0.0292101,727044,2.48901e+07,0.0
enron,Static,8,,0.0249925,727044,2.90905e+07,15.00
enron,Eager,8,,0.0308664,727044,2.35546e+07,-5.00
enron,Online,8,,0.0239578,727044,3.03469e+07,18.00
enron,CostModel,8,,0.0228586,727044,3.18061e+07,22.00
enron,None,12,FAILED,FAILED,0,0,0
enron,Static,12,,0.0253534,727044,2.86764e+07,N/A
enron,Eager,12,,0.0267103,727044,2.72196e+07,N/A
enron,Online,12,,0.0255765,727044,2.84263e+07,N/A
enron,CostModel,12,,0.0239381,727044,3.03718e+07,N/A
enron,None,16,,0.0244155,727044,2.97779e+07,0.0
enron,Static,16,,0.0221181,727044,3.2871e+07,10.00
enron,Eager,16,,0.0222384,727044,3.26932e+07,9.00
enron,Online,16,,0.0285447,727044,2.54704e+07,-16.00
enron,CostModel,16,,0.0309544,727044,2.34876e+07,-26.00
