Dataset,Pruning_Type,Threads,CodeGen_Time,Execution_Time,Result_Count,Throughput,SearchSpace_Reduction
wiki,None,1,,0.982739,4514137,4.59343e+06,0.0
wiki,Static,1,,0.981458,4514137,4.59942e+06,1.00
wiki,Eager,1,,0.980579,4514137,4.60354e+06,1.00
wiki,Online,1,,0.981538,4514137,4.59905e+06,1.00
wiki,CostModel,1,,0.979188,4514137,4.61008e+06,1.00
wiki,None,2,,0.770593,4480711,5.81462e+06,0.0
wiki,Static,2,,0.768059,4480401,5.83341e+06,1.00
wiki,Eager,2,,0.779676,4480284,5.74634e+06,-1.00
wiki,Online,2,,0.783601,4481569,5.7192e+06,-1.00
wiki,CostModel,2,,0.771847,4480791,5.80528e+06,0
wiki,None,4,,0.471959,4379928,9.28031e+06,0.0
wiki,Static,4,,0.46939,4380327,9.33196e+06,1.00
wiki,Eager,4,,0.470861,4379046,9.30008e+06,1.00
wiki,Online,4,,0.470579,4379651,9.30695e+06,1.00
wiki,CostModel,4,,0.471322,4378263,9.28933e+06,1.00
wiki,None,6,,0.359897,4203204,1.16789e+07,0.0
wiki,Static,6,,0.363456,4219551,1.16095e+07,0
wiki,Eager,6,,0.3606,4222455,1.17095e+07,0
wiki,Online,6,,0.354218,4213521,1.18953e+07,2.00
wiki,CostModel,6,,0.357281,4226574,1.18298e+07,1.00
wiki,None,8,,0.367711,4183269,1.13765e+07,0.0
wiki,Static,8,,0.363706,4185893,1.1509e+07,2.00
wiki,Eager,8,,0.371316,4193087,1.12925e+07,0
wiki,Online,8,,0.364082,4182354,1.14874e+07,1.00
wiki,CostModel,8,,0.370831,4183605,1.12817e+07,0
wiki,None,12,FAILED,FAILED,0,0,0
wiki,Static,12,FAILED,FAILED,0,0,0
wiki,Eager,12,FAILED,FAILED,0,0,0
wiki,Online,12,FAILED,FAILED,0,0,0
wiki,CostModel,12,FAILED,FAILED,0,0,0
wiki,None,16,FAILED,FAILED,0,0,0
wiki,Static,16,FAILED,FAILED,0,0,0
wiki,Eager,16,FAILED,FAILED,0,0,0
wiki,Online,16,FAILED,FAILED,0,0,0
wiki,CostModel,16,FAILED,FAILED,0,0,0
enron,None,1,,0.969,5809356,5.99521e+06,0.0
enron,Static,1,,0.967598,5809356,6.00389e+06,1.00
enron,Eager,1,,0.965668,5809356,6.01589e+06,1.00
enron,Online,1,,0.969734,5809356,5.99067e+06,0
enron,CostModel,1,,0.9707,5809356,5.98471e+06,0
enron,None,2,,0.888064,5808897,6.54108e+06,0.0
enron,Static,2,,0.891669,5808829,6.51456e+06,0
enron,Eager,2,,0.890867,5808719,6.5203e+06,0
enron,Online,2,,0.886131,5808846,6.55529e+06,1.00
enron,CostModel,2,,0.886237,5808991,6.55467e+06,1.00
enron,None,4,,0.76408,5792680,7.58125e+06,0.0
enron,Static,4,,0.764256,5793016,7.57994e+06,0
enron,Eager,4,,0.764494,5793508,7.57822e+06,0
enron,Online,4,,0.76771,5792395,7.54503e+06,0
enron,CostModel,4,,0.761777,5792940,7.60451e+06,1.00
enron,None,6,,0.630543,5743194,9.10833e+06,0.0
enron,Static,6,,0.632386,5751029,9.09418e+06,0
enron,Eager,6,,0.63394,5753666,9.07604e+06,0
enron,Online,6,,0.635123,5743607,9.04329e+06,0
enron,CostModel,6,,0.632865,5745416,9.07843e+06,0
enron,None,8,,0.518592,5685010,1.09624e+07,0.0
enron,Static,8,,0.51264,5682254,1.10843e+07,2.00
enron,Eager,8,,0.516163,5679306,1.10029e+07,1.00
enron,Online,8,,0.517224,5681129,1.09839e+07,1.00
enron,CostModel,8,,0.521133,5685335,1.09096e+07,0
enron,None,12,FAILED,FAILED,0,0,0
enron,Static,12,FAILED,FAILED,0,0,0
enron,Eager,12,FAILED,FAILED,0,0,0
enron,Online,12,FAILED,FAILED,0,0,0
enron,CostModel,12,FAILED,FAILED,0,0,0
enron,None,16,FAILED,FAILED,0,0,0
enron,Static,16,FAILED,FAILED,0,0,0
enron,Eager,16,FAILED,FAILED,0,0,0
enron,Online,16,FAILED,FAILED,0,0,0
enron,CostModel,16,FAILED,FAILED,0,0,0
